"name","solvedCount","contestId","index"
"Division","6408","1444","A"
"Divide and Sum","3395","1444","B"
"Team-Building","1299","1444","C"
"Rectangular Polyline","546","1444","D"
"Finding the Vertex","134","1444","E"
"Array Rearrangment","17781","1445","A"
"Elimination","14969","1445","B"
"Division","6487","1445","C"
"Divide and Sum","2826","1445","D"
"Team-Building","211","1445","E"
"Marketing Scheme","10421","1437","A"
"Reverse Binary Strings","6818","1437","B"
"Chef Monocarp","2628","1437","C"
"Minimal Height Tree","3335","1437","D"
"Make It Increasing","529","1437","E"
"Emotional Fishermen","78","1437","F"
"Death DBMS","55","1437","G"
"Perform Easily","1149","1434","A"
"Shurikens","1172","1434","B"
"Solo mid Oracle","911","1434","C"
"Roads and Ramen","436","1434","D"
"A Convex Game","170","1434","E"
"Finding Sasuke","10014","1435","A"
"A New Technique","7914","1435","B"
"Perform Easily","2553","1435","C"
"Shurikens","2787","1435","D"
"Solo mid Oracle","478","1435","E"
"Finding Sasuke","4425","1413","A"
"A New Technique","3502","1413","B"
"Perform Easily","2028","1413","C"
"Shurikens","2453","1413","D"
"Solo mid Oracle","635","1413","E"
"Roads and Ramen","326","1413","F"
"Reorder","21853","1436","A"
"Prime Square","19777","1436","B"
"Binary Search","10413","1436","C"
"Bandit in a City","5831","1436","D"
"Complicated Computations","2102","1436","E"
"Sum Over Subsets","504","1436","F"
"Boring Apartments","18340","1433","A"
"Yet Another Bookshelf","15489","1433","B"
"Dominant Piranha","12664","1433","C"
"Districts Connection","8205","1433","D"
"Two Round Dances","6813","1433","E"
"Zero Remainder Sum ","832","1433","F"
"Reducing Delivery Cost","557","1433","G"
"XORwice","25837","1421","A"
"Putting Bricks in the Wall","12763","1421","B"
"Palindromifier","12312","1421","C"
"Hexagons","4055","1421","D"
"Swedish Heroes","677","1421","E"
"Box is Pull","15977","1428","A"
"Belted Rooms","13833","1428","B"
"ABBB","18841","1428","C"
"Bouncing Boomerangs","4394","1428","D"
"Carrots for Rabbits","3544","1428","E"
"Fruit Sequences","2181","1428","F"
"Lucky Numbers (Easy Version)","560","1428","G1"
"Lucky Numbers (Hard Version)","621","1428","G2"
"Rotary Laser Lock","101","1428","H"
"Number of Apartments","8740","1430","A"
"Barrels","9091","1430","B"
"Numbers on Whiteboard","7478","1430","C"
"String Deletion","2686","1430","D"
"String Reversal","1345","1430","E"
"Realistic Gameplay","92","1430","F"
"Yet Another DAG Problem","35","1430","G"
"Avoiding Zero","16631","1427","A"
"Chess Cheater","10633","1427","B"
"The Hard Work of Paparazzi","5462","1427","C"
"Unshuffling a Deck","3382","1427","D"
"Xum","1281","1427","E"
"Boring Card Game","311","1427","F"
"One Billion Shades of Grey","287","1427","G"
"Prison Break","69","1427","H"
"Wakanda Forever","2","1423","A"
"Valuable Paper","258","1423","B"
"Dušan's Railway","5","1423","C"
"Does anyone else hate the wind?","1","1423","D"
"5G Antenna Towers","8","1423","E"
"Coins","42","1423","F"
"Growing flowers","3","1423","G"
"Virus","89","1423","H"
"Lookup Tables","10","1423","I"
"Bubble Cup hypothesis","128","1423","J"
"Lonely Numbers","285","1423","K"
"Light switches","62","1423","L"
"Milutin's Plums","21","1423","M"
"BubbleSquare Tokens","0","1423","N"
"Wakanda Forever","0","1424","A"
"Valuable Paper","184","1424","B"
"Dušan's Railway","0","1424","C"
"Does anyone else hate the wind?","0","1424","D"
"5G Antenna Towers","0","1424","E"
"Coins","3","1424","F"
"Years","608","1424","G"
"Lookup Tables","0","1424","H"
"Bubble Cup hypothesis","22","1424","I"
"Lonely Numbers","373","1424","J"
"Light switches","0","1424","K"
"Milutin's Plums","3","1424","L"
"Ancient Language","75","1424","M"
"BubbleSquare Tokens","0","1424","N"
"Fence","20196","1422","A"
"Nice Matrix","14101","1422","B"
"Bargain","8040","1422","C"
"Returning Home","2580","1422","D"
"Minlexes","735","1422","E"
"Boring Queries","966","1422","F"
"Circle Coloring","12259","1408","A"
"Arrays Sum","9660","1408","B"
"Discrete Acceleration","8550","1408","C"
"Searchlights","4217","1408","D"
"Avoid Rainbow Cycles","1874","1408","E"
"Two Different","2257","1408","F"
"Clusterization Counting","850","1408","G"
"Rainbow Triples","386","1408","H"
"Bitwise Magic","169","1408","I"
"Floor Number","13894","1426","A"
"Symmetric Matrix","10128","1426","B"
"Increase and Copy","7463","1426","C"
"Non-zero Segments","3227","1426","D"
"Rock, Paper, Scissors","1598","1426","E"
"Number of Subsequences","652","1426","F"
"k-Amazing Numbers","5123","1416","A"
"Make Them Equal","3115","1416","B"
"XOR Inverse","3122","1416","C"
"Graph and Queries","1641","1416","D"
"Split","280","1416","E"
"Showing Off","390","1416","F"
"Copy-paste","17596","1417","A"
"Two Arrays","13917","1417","B"
"k-Amazing Numbers","6716","1417","C"
"Make Them Equal","2874","1417","D"
"XOR Inverse","1207","1417","E"
"Graph and Queries","294","1417","F"
"Arena of Greed","799","1425","A"
"Blue and Red of Our Faculty!","40","1425","B"
"Captain of Knights","3","1425","C"
"Danger of Mad Snakes","167","1425","D"
"Excitation of Atoms","186","1425","E"
"Flamingoes of Mystery","754","1425","F"
"Huge Boxes of Animal Toys","684","1425","H"
"Impressive Harvesting of The Orchard","33","1425","I"
"Cubes Sorting","22621","1420","A"
"Rock and Lever","22756","1420","B"
"Pokémon Army (easy version)","17481","1420","C1"
"Pokémon Army (hard version)","4543","1420","C2"
"Rescue Nibel!","7378","1420","D"
"Battle Lemmings","867","1420","E"
"Digit Game","18948","1419","A"
"Stairs","15721","1419","B"
"Killjoy","14855","1419","C"
"Sage's Birthday (easy version)","23049","1419","D1"
"Sage's Birthday (hard version)","14770","1419","D2"
"Decryption","3143","1419","E"
"Rain of Fire","478","1419","F"
"Buying Torches","8865","1418","A"
"Negative Prefixes","6545","1418","B"
"Mortal Kombat Tower","4210","1418","C"
"Trash Problem","957","1418","D"
"Expected Damage","215","1418","E"
"Equal Product","13","1418","F"
"Three Occurrences","110","1418","G"
"Subset Mex","20661","1406","A"
"Maximum Product","21851","1406","B"
"Link Cut Centroids","9796","1406","C"
"Three Sequences","3403","1406","D"
"Deleting Numbers","1548","1406","E"
"Ahahahahahahahaha","19884","1407","A"
"Big Vova","16617","1407","B"
"Chocolate Bunny","11281","1407","C"
"Discrete Centrifugal Jumps","4604","1407","D"
"Egor in the Republic of Dagestan","1602","1407","E"
"Balanced Bitstring","5823","1404","A"
"Tree Tag","3563","1404","B"
"Fixed Point Removal","2021","1404","C"
"Game of Pairs","981","1404","D"
"Bricks","1098","1404","E"
"Permutation Forgery","21156","1405","A"
"Array Cancellation","20761","1405","B"
"Balanced Bitstring","9235","1405","C"
"Tree Tag","3654","1405","D"
"Fixed Point Removal","585","1405","E"
"Yet Another Two Integers Problem","20854","1409","A"
"Minimum Product","12637","1409","B"
"Yet Another Array Restoration","10201","1409","C"
"Decrease the Sum of Digits","5318","1409","D"
"Two Platforms","1881","1409","E"
"Subsequences of Length Two","728","1409","F"
"Multiples of Length","6693","1396","A"
"Stoned Game","5382","1396","B"
"Monster Invaders","1890","1396","C"
"Rainbow Rectangles","298","1396","D"
"Distance Matching","334","1396","E"
"Juggling Letters","27079","1397","A"
"Power Sequence","14410","1397","B"
"Multiples of Length","8549","1397","C"
"Stoned Game","5669","1397","D"
"Monster Invaders","589","1397","E"
"String Similarity","15317","1400","A"
"RPG Protagonist","3553","1400","B"
"Binary String Reconstruction","6201","1400","C"
"Zigzags","2397","1400","D"
"Clear the Multiset","877","1400","E"
"x-prime Substrings","49","1400","F"
"Mercenaries","107","1400","G"
"Distance and Axis","26758","1401","A"
"Ternary Sequence","20807","1401","B"
"Mere Array","23434","1401","C"
"Maximum Distributed Tree","8890","1401","D"
"Divide Square","2148","1401","E"
"Reverse and Swap","1542","1401","F"
"Omkar and Password","19943","1392","A"
"Omkar and Infinity Clock","17776","1392","B"
"Omkar and Waterslide","18097","1392","C"
"Omkar and Bed Wars","8518","1392","D"
"Omkar and Duck","3238","1392","E"
"Omkar and Landslide","1941","1392","F"
"Omkar and Pies","449","1392","G"
"ZS Shuffles Cards","678","1392","H"
"Kevin and Grid","204","1392","I"
"Bad Triangle","14754","1398","A"
"Substring Removal Game","14087","1398","B"
"Good Subarrays","4568","1398","C"
"Colored Rectangles","2941","1398","D"
"Two Types of Spells","563","1398","E"
"Controversial Rounds","170","1398","F"
"Running Competition","84","1398","G"
"Boboniu Chats with Du","3437","1394","A"
"Boboniu Walks on Graph","1534","1394","B"
"Boboniu and String","850","1394","C"
"Boboniu and Jianghu","804","1394","D"
"Boboniu and Banknote Collection","135","1394","E"
"Boboniu Likes to Color Balls","23216","1395","A"
"Boboniu Plays Chess","15776","1395","B"
"Boboniu and Bit Operations","13465","1395","C"
"Boboniu Chats with Du","3173","1395","D"
"Boboniu Walks on Graph","311","1395","E"
"Boboniu and String","83","1395","F"
"Suborrays","23559","1391","A"
"Fix You","25840","1391","B"
"Cyclic Permutations ","14433","1391","C"
"505","4881","1391","D"
"Pairs of Pairs","1450","1391","E"
"Rainbow Dash, Fluttershy and Chess Coloring","20145","1393","A"
"Applejack and Storages","16235","1393","B"
"Pinkie Pie Eats Patty-cakes","10233","1393","C"
"Rarity and New Dress","3780","1393","D"
"Twilight and Ancient Scroll (easier version)","377","1393","E1"
"Twilight and Ancient Scroll (harder version)","352","1393","E2"
"Remove Smallest","20298","1399","A"
"Gifts Fixing","19070","1399","B"
"Boats Competition","10913","1399","C"
"Binary String To Subsequences","5800","1399","D"
"Weights Division (easy version)","1209","1399","E1"
"Weights Division (hard version)","321","1399","E2"
"Yet Another Segments Subset","189","1399","F"
"Captain Flint and Crew Recruitment","24303","1388","A"
"Captain Flint and a Long Voyage","21864","1388","B"
"Uncle Bogdan and Country Happiness","9432","1388","C"
"Captain Flint and Treasure","6110","1388","D"
"Uncle Bogdan and Projections","390","1388","E"
"LCM Problem","15318","1389","A"
"Array Walk","5044","1389","B"
"Good String","6513","1389","C"
"Segment Intersections","1208","1389","D"
"Calendar Ambiguity","797","1389","E"
"Bicolored Segments","115","1389","F"
"Directing Edges","24","1389","G"
"String Transformation 1","4503","1383","A"
"GameGame","3239","1383","B"
"String Transformation 2","511","1383","C"
"Rearrange","621","1383","D"
"Strange Operation","759","1383","E"
"Special Edges","324","1383","F"
"Common Prefixes","18265","1384","A"
"Koa and the Beach (Easy Version)","3849","1384","B1"
"Koa and the Beach (Hard Version)","2436","1384","B2"
"String Transformation 1","5904","1384","C"
"GameGame","1595","1384","D"
"String Transformation 2","60","1384","E"
"Rearrange","45","1384","F"
"Prefix Flip (Easy Version)","7500","1381","A1"
"Prefix Flip (Hard Version)","5311","1381","A2"
"Unmerge","4746","1381","B"
"Mastermind","1161","1381","C"
"The Majestic Brown Tree Snake","456","1381","D"
"Origami","103","1381","E"
"Common Subsequence","25807","1382","A"
"Sequential Nim","23394","1382","B"
"Prefix Flip (Easy Version)","12914","1382","C1"
"Prefix Flip (Hard Version)","7736","1382","C2"
"Unmerge","3909","1382","D"
"Mastermind","267","1382","E"
"Acacius and String","11462","1379","A"
"Dubious Cyrpto","12288","1379","B"
"Choosing flowers","5401","1379","C"
"New Passenger Trams","1054","1379","D"
"Inverse Genealogy","404","1379","E"
"Chess Strikes Back (easy version)","574","1379","F1"
"Chess Strikes Back (hard version)","458","1379","F2"
"Three Pairwise Maximums","16831","1385","A"
"Restore the Permutation by Merger","18392","1385","B"
"Make It Good","10759","1385","C"
"a-Good String","5036","1385","D"
"Directing Edges","1088","1385","E"
"Removing Leaves","359","1385","F"
"Columns Swaps","213","1385","G"
"Three Indices","7451","1380","A"
"Universal Solution","4364","1380","B"
"Create The Teams","4770","1380","C"
"Berserk And Fireball","1043","1380","D"
"Merging Towers","377","1380","E"
"Strange Addition","100","1380","F"
"Circular Dungeon","78","1380","G"
"Omkar and Completion","30780","1372","A"
"Omkar and Last Class of Math","25911","1372","B"
"Omkar and Baseball","17308","1372","C"
"Omkar and Circle","5265","1372","D"
"Omkar and Last Floor","962","1372","E"
"Omkar and Modes","418","1372","F"
"Sign Flipping","17977","1375","A"
"Neighbor Grid","16791","1375","B"
"Element Extermination","20320","1375","C"
"Replace by MEX","8751","1375","D"
"Inversion SwapSort","2802","1375","E"
"Integer Game","1946","1375","F"
"Tree Modification","1626","1375","G"
"Set Merging","403","1375","H"
"Cubic Lattice","86","1375","I"
"Magical Sticks","43394","1371","A"
"Magical Calendar","18923","1371","B"
"A Cookie for You","20146","1371","C"
"Grid-00100","12811","1371","D"
"Asterism (Easy Version)","5025","1371","E1"
"Asterism (Hard Version)","2300","1371","E2"
"Raging Thunder","499","1371","F"
"Required Remainder","17147","1374","A"
"Multiply by 2, divide by 6","15250","1374","B"
"Move Brackets","14386","1374","C"
"Zero Remainder Array","6778","1374","D"
"Reading Books (easy version)","3644","1374","E1"
"Reading Books (hard version)","101","1374","E2"
"Cyclic Shifts Sorting","178","1374","F"
"Donut Shops","10881","1373","A"
"01 Game","12541","1373","B"
"Pluses and Minuses","8425","1373","C"
"Maximum Sum on Even Positions","4582","1373","D"
"Sum of Digits","631","1373","E"
"Network Coverage","282","1373","F"
"Pawns","78","1373","G"
"FashionabLee","35094","1369","A"
"AccurateLee","23833","1369","B"
"RationalLee","19048","1369","C"
"TediousLee","8311","1369","D"
"DeadLee","2034","1369","E"
"BareLee","574","1369","F"
"Maximum GCD","45556","1370","A"
"GCD Compression","22932","1370","B"
"Number Game","23493","1370","C"
"Odd-Even Subsequence","9064","1370","D"
"Binary Subsequence Rotation","4665","1370","E"
"The Hidden Pair (Easy Version)","1411","1370","F1"
"The Hidden Pair (Hard Version)","1283","1370","F2"
"Figure out direction of CNOT","581","1357","A1"
"Distinguish I, CNOTs and SWAP","473","1357","A2"
"Distinguish H from X","437","1357","A3"
"Distinguish Rz from R1","313","1357","A4"
"Distinguish Rz(θ) from Ry(θ)","210","1357","A5"
"Distinguish four Pauli gates","138","1357","A6"
"Distinguish Y, XZ, -Y and -XZ","159","1357","A7"
"""Is the bit string balanced?"" oracle","192","1357","B1"
"""Is the number divisible by 3?"" oracle","191","1357","B2"
"Prepare superposition of basis states with 0s","325","1357","C1"
"Prepare superposition of basis states with the same parity","280","1357","C2"
"Quantum Classification - Dataset 3","109","1357","D1"
"Quantum Classification - Dataset 4","96","1357","D2"
"Quantum Classification - Dataset 5","89","1357","D3"
"Quantum Classification - Dataset 6","69","1357","D4"
"Quantum Classification - Dataset 7","64","1357","D5"
"Power of quantum Fourier transform","170","1357","E1"
"Root of quantum Fourier transform","31","1357","E2"
"C+=","35876","1368","A"
"Codeforces Subsequences","19096","1368","B"
"Even Picture","12874","1368","C"
"AND, OR and square sum","11109","1368","D"
"Ski Accidents","2045","1368","E"
"Lamps on a Circle","883","1368","F"
"Shifting Dominoes","445","1368","G"
"Breadboard Capacity (easy version)","340","1368","H1"
"Breadboard Capacity (hard version)","223","1368","H2"
"Short Substrings","20438","1367","A"
"Even Array","18512","1367","B"
"Social Distance","9982","1367","C"
"Task On The Board","2175","1367","D"
"Necklace Assembly","1406","1367","E"
"Flying Sort (Easy Version)","695","1367","F1"
"Flying Sort (Hard Version)","149","1367","F2"
"XXXXX","26657","1364","A"
"Most socially-distanced subsequence","18650","1364","B"
"Ehab and Prefix MEXs","12699","1364","C"
"Ehab's Last Corollary","4108","1364","D"
"X-OR","1195","1364","E"
"Distinguish I from X","460","1356","A1"
"Distinguish I from Z","372","1356","A2"
"Distinguish Z from S","362","1356","A3"
"Distinguish I ⊗ X from CNOT","351","1356","A4"
"Distinguish Z from -Z","236","1356","A5"
"Increment","208","1356","B1"
"Decrement","209","1356","B2"
"Prepare state |01⟩ + |10⟩ + |11⟩","231","1356","C"
"Quantum Classification - 1","80","1356","D1"
"Quantum Classification - 2","79","1356","D2"
"Shovels and Swords","10316","1366","A"
"Shuffle","8701","1366","B"
"Palindromic Paths","5395","1366","C"
"Two Divisors","1594","1366","D"
"Two Arrays","748","1366","E"
"Jog Around The Graph","50","1366","F"
"Construct the String","36","1366","G"
"Matrix Game","23304","1365","A"
"Trouble Sort","25827","1365","B"
"Rotation Matching","22339","1365","C"
"Solve The Maze","16115","1365","D"
"Maximum Subsequence Value","7511","1365","E"
"Swaps Again","4299","1365","F"
"Secure Password","959","1365","G"
"Johnny and Contribution","3592","1361","A"
"Johnny and Grandmaster","2399","1361","B"
"Johnny and Megan's Necklace","1348","1361","C"
"Johnny and James","310","1361","D"
"James and the Chase","637","1361","E"
"Johnny and New Toy","147","1361","F"
"Johnny and Ancient Computer","22480","1362","A"
"Johnny and His Hobbies","18292","1362","B"
"Johnny and Another Rating Drop","17401","1362","C"
"Johnny and Contribution","4797","1362","D"
"Johnny and Grandmaster","1153","1362","E"
"Johnny and Megan's Necklace","152","1362","F"
"Odd Selection","34332","1363","A"
"Subsequence Hate","22572","1363","B"
"Game On Leaves","17616","1363","C"
"Guess The Maximums","3833","1363","D"
"Tree Shuffling","6487","1363","E"
"Rotating Substrings","1304","1363","F"
"Color Revolution","1086","1346","A"
"Boot Camp","676","1346","B"
"Spring Cleaning","312","1346","C"
"Constructing the Dungeon","260","1346","D"
"Magic Tricks","170","1346","E"
"Dune II: Battle For Arrakis","111","1346","F"
"Two IP Cameras","48","1346","G"
"Game with Segments","10","1346","H"
"Pac-Man 2.0","5","1346","I"
"Berland Poker","13774","1359","A"
"New Theatre Square","12922","1359","B"
"Mixing Water","3593","1359","C"
"Yet Another Yet Another Task","1632","1359","D"
"Modular Stability","1411","1359","E"
"RC Kaboom Show","29","1359","F"
"Park Lighting","38071","1358","A"
"Maria Breaks the Self-isolation","24410","1358","B"
"Celex Update","16849","1358","C"
"The Best Vacation","8023","1358","D"
"Are You Fired?","2095","1358","E"
"Tasty Cookie","431","1358","F"
"Minimal Square","16696","1360","A"
"Honest Coach","16677","1360","B"
"Similar Pairs","13094","1360","C"
"Buying Shovels","9563","1360","D"
"Polygon","9177","1360","E"
"Spy-string","3065","1360","F"
"A/B Matrix","1422","1360","G"
"Binary Median","922","1360","H"
"A+B (Trial Problem)","1187","1347","A"
"Square?","890","1347","B"
"Sum of Round Numbers","736","1347","C"
"Alice, Bob and Candies","534","1347","D"
"Special Permutation","463","1347","E"
"Alarm Clock","12226","1354","A"
"Ternary String","9806","1354","B"
"Simple Polygon Embedding","7042","1354","C1"
"Not So Simple Polygon Embedding","1565","1354","C2"
"Multiset","1674","1354","D"
"Graph Coloring","399","1354","E"
"Summoning Minions","85","1354","F"
"Find a Gift","24","1354","G"
"Sequence with Digits","25408","1355","A"
"Young Explorers","24349","1355","B"
"Count Triangles","10091","1355","C"
"Game With Array","17286","1355","D"
"Restorer Distance","4699","1355","E"
"Guess Divisors Count","813","1355","F"
"Most Unstable Array","17627","1353","A"
"Two Arrays And Swaps","18154","1353","B"
"Board Moves","15078","1353","C"
"Constructing the Array","5326","1353","D"
"K-periodic Garland","1307","1353","E"
"Decreasing Heights","389","1353","F"
"Orac and LCM","8420","1349","A"
"Orac and Medians","4315","1349","B"
"Orac and Game of Life","2907","1349","C"
"Slime and Biscuits","862","1349","D"
"Slime and Hats","88","1349","E"
"Slime and Sequences (Easy Version)","372","1349","F1"
"Slime and Sequences (Hard Version)","108","1349","F2"
"Orac and Factors","25401","1350","A"
"Orac and Models","20733","1350","B"
"Orac and LCM","8120","1350","C"
"Orac and Medians","3634","1350","D"
"Orac and Game of Life","1426","1350","E"
"Slime and Sequences (Easy Version)","36","1350","F"
"Sum of Round Numbers","22000","1352","A"
"Same Parity Summands","12859","1352","B"
"K-th Not Divisible by n","13615","1352","C"
"Alice, Bob and Candies","9772","1352","D"
"Special Elements","4304","1352","E"
"Binary String Reconstruction","3404","1352","F"
"Special Permutation","3896","1352","G"
"A+B (Trial Problem)","17309","1351","A"
"Square?","14486","1351","B"
"Skier","7976","1351","C"
"Hilbert's Hotel","6128","1344","A"
"Monopole Magnets","2839","1344","B"
"Quantifier Question","1307","1344","C"
"Résumé Review","888","1344","D"
"Train Tracks","322","1344","E"
"Piet's Palette","305","1344","F"
"Puzzle Pieces","23487","1345","A"
"Card Constructions","24828","1345","B"
"Hilbert's Hotel","9193","1345","C"
"Monopole Magnets","3080","1345","D"
"Quantifier Question","440","1345","E"
"Résumé Review","143","1345","F"
"Phoenix and Balance","38056","1348","A"
"Phoenix and Beauty","24638","1348","B"
"Phoenix and Distribution","14246","1348","C"
"Phoenix and Science","8503","1348","D"
"Phoenix and Berries","2042","1348","E"
"Phoenix and Memory","769","1348","F"
"Road To Zero","14126","1342","A"
"Binary Period","12475","1342","B"
"Yet Another Counting Problem","4431","1342","C"
"Multiple Testcases","1881","1342","D"
"Placing Rooks","365","1342","E"
"Make It Ascending","27","1342","F"
"Nastya and Strange Generator","3839","1340","A"
"Nastya and Scoreboard","3340","1340","B"
"Nastya and Unexpected Guest","1594","1340","C"
"Nastya and Time Machine","719","1340","D"
"Nastya and Bees","53","1340","E"
"Nastya and CBS","471","1340","F"
"Nastya and Rice","28214","1341","A"
